"","COMMON.NAME","OBSERVATION.COUNT","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","julian_date"
"169337","Tree Swallow",800,42.0446398,-82.9401684,2013-08-18,"19:30:00","Traveling",66,0.499,NA,1,1,230
"170062","Tree Swallow",300,45.5341416,-75.419662,2014-09-15,"10:00:00","Stationary",120,NA,NA,1,1,258
"170829","Tree Swallow",1090,42.5829243,-80.3983998,2014-08-21,"06:00:00","Stationary",360,NA,NA,3,1,233
"172005","Tree Swallow",5100,42.5829243,-80.3983998,2014-08-04,"05:15:00","Stationary",720,NA,NA,11,1,216
"172826","Tree Swallow",500,42.3195895,-82.02075,2014-08-02,"16:40:00","Traveling",110,0.4,NA,2,1,214
"173246","Tree Swallow",250,45.3746843,-75.8909583,2014-08-14,"17:55:00","Traveling",150,2,NA,2,1,226
"174568","Tree Swallow",300,44.1799265,-76.6211414,2014-07-26,"08:10:00","Traveling",150,1.8,NA,6,1,207
"174690","Tree Swallow",250,42.5829243,-80.3983998,2014-08-03,"07:19:00","Traveling",60,1.5,NA,4,1,215
"175557","Tree Swallow",250,42.885524,-80.1569366,2014-07-18,"20:00:00","Traveling",60,1,NA,1,1,199
"175934","Tree Swallow",3000,44.19304,-76.35086,2014-08-18,"19:54:00","Traveling",80,0.3,NA,1,1,230
"176310","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"176598","Tree Swallow",1000,42.5829243,-80.3983998,2014-08-04,"06:06:00","Stationary",60,NA,NA,3,1,216
"177014","Tree Swallow",210,42.6406399,-80.7757545,2014-08-14,"08:00:00","Traveling",90,0.5,NA,1,1,226
"177153","Tree Swallow",250,42.5829243,-80.3983998,2014-08-03,"07:19:00","Traveling",60,1.5,NA,4,1,215
"178821","Tree Swallow",250,45.3746843,-75.8909583,2014-08-15,"07:20:00","Traveling",255,3.5,NA,1,1,227
"178850","Tree Swallow",750,44.19304,-76.35086,2014-08-19,"05:30:00","Traveling",90,0.5,NA,2,1,231
"179113","Tree Swallow",250,44.1395559,-76.7227821,2014-08-16,"06:30:00","Traveling",330,25,NA,1,1,228
"179360","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"180632","Tree Swallow",215,42.034026,-83.040726,2014-10-17,"08:00:00","Stationary",480,NA,NA,3,0,290
"180961","Tree Swallow",400,45.2732556,-75.2444172,2014-07-30,"09:15:00","Traveling",60,10,NA,1,1,211
"181087","Tree Swallow",500,42.3195895,-82.02075,2014-08-02,"16:40:00","Traveling",110,0.4,NA,2,1,214
"181389","Tree Swallow",1600,43.3163106,-80.8261585,2014-08-16,"10:00:00","Traveling",100,1,NA,1,1,228
"181817","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"182431","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"182693","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"182803","Tree Swallow",12000,44.193036,-76.3508606,2014-08-18,"19:54:00","Stationary",40,NA,NA,2,1,230
"182963","Tree Swallow",210,42.6406399,-80.7757545,2014-08-14,"08:00:00","Traveling",90,0.5,NA,1,1,226
"183008","Tree Swallow",275,44.0940516,-77.3594765,2014-08-01,"19:45:00","Traveling",60,3,NA,2,1,213
"183151","Tree Swallow",280,42.034026,-83.040726,2014-10-18,"07:45:00","Stationary",525,NA,NA,5,1,291
"183622","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"184105","Tree Swallow",400,45.37778,-75.79972,2014-08-17,"08:30:00","Stationary",50,NA,NA,2,0,229
"184434","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"185851","Tree Swallow",400,45.2732556,-75.2444172,2014-09-13,"09:00:00","Traveling",30,6,NA,1,1,256
"186009","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"186146","Tree Swallow",300,44.1799265,-76.6211414,2014-07-26,"08:10:00","Traveling",150,1.8,NA,6,1,207
"187035","Tree Swallow",250,42.3195895,-82.02075,2014-08-17,"08:00:00","Traveling",30,1,NA,1,1,229
"187091","Tree Swallow",600,42.0105298,-82.526722,2014-09-12,"18:41:00","Traveling",68,6.807,NA,2,1,255
"187385","Tree Swallow",600,42.034026,-83.040726,2014-09-13,"12:10:00","Traveling",245,0.5,NA,2,1,256
"187828","Tree Swallow",1000,42.5829243,-80.3983998,2014-08-04,"06:06:00","Stationary",60,NA,NA,3,1,216
"189082","Tree Swallow",300,44.1799265,-76.6211414,2014-07-26,"08:10:00","Traveling",150,1.8,NA,6,1,207
"189165","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"190153","Tree Swallow",250,42.5829243,-80.3983998,2014-08-03,"07:19:00","Traveling",60,1.5,NA,4,1,215
"190358","Tree Swallow",6250,42.5829243,-80.3983998,2014-08-01,"20:20:00","Stationary",38,NA,NA,1,1,213
"190516","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"191058","Tree Swallow",1000,42.5829243,-80.3983998,2014-08-04,"06:06:00","Stationary",60,NA,NA,3,1,216
"191684","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"191789","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"191861","Tree Swallow",650,45.37778,-75.79972,2014-08-16,"13:30:00","Traveling",60,0.5,NA,1,1,228
"192383","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"192640","Tree Swallow",750,44.19304,-76.35086,2014-08-19,"05:30:00","Traveling",90,0.5,NA,2,1,231
"193783","Tree Swallow",225,44.1395559,-76.7227821,2014-06-29,"16:00:00","Traveling",300,40,NA,1,1,180
"194794","Tree Swallow",225,42.451423,-82.4132752,2014-09-24,"18:15:00","Traveling",60,2,NA,1,1,267
"195022","Tree Swallow",250,42.0105298,-82.526722,2014-08-29,"20:10:00","Stationary",15,NA,NA,1,1,241
"195391","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"195819","Tree Swallow",250,42.7855748,-81.0135269,2014-09-12,"15:10:00","Traveling",110,1.7,NA,1,1,255
"195980","Tree Swallow",600,42.034026,-83.040726,2014-09-13,"12:10:00","Traveling",245,0.5,NA,2,1,256
"196600","Tree Swallow",215,42.034026,-83.040726,2014-10-17,"08:00:00","Stationary",480,NA,NA,3,0,290
"197240","Tree Swallow",400,45.37778,-75.79972,2014-08-16,"09:30:00","Stationary",30,NA,NA,2,1,228
"197835","Tree Swallow",400,45.37778,-75.79972,2014-08-17,"08:30:00","Stationary",50,NA,NA,2,0,229
"198389","Tree Swallow",225,44.1395559,-76.7227821,2014-06-29,"16:00:00","Traveling",300,40,NA,1,1,180
"198781","Tree Swallow",280,42.034026,-83.040726,2014-10-18,"07:45:00","Stationary",525,NA,NA,5,1,291
"199163","Tree Swallow",300,44.1799265,-76.6211414,2014-07-26,"08:10:00","Traveling",150,1.8,NA,6,1,207
"200066","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"06:00:00","Traveling",75,2,NA,2,1,218
"200933","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"202003","Tree Swallow",240,42.5829243,-80.3983998,2014-08-09,"05:40:00","Stationary",80,NA,NA,3,1,221
"202361","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"202367","Tree Swallow",250,45.3746843,-75.8909583,2014-08-01,"06:50:00","Traveling",235,3,NA,1,1,213
"203014","Tree Swallow",485,42.5829243,-80.3983998,2014-08-09,"04:45:00","Incidental",NA,NA,NA,NA,1,221
"203890","Tree Swallow",3000,44.19304,-76.35086,2014-08-18,"19:54:00","Traveling",80,0.3,NA,1,1,230
"204065","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"205263","Tree Swallow",400,45.37778,-75.79972,2014-08-16,"09:30:00","Stationary",30,NA,NA,2,1,228
"206177","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"206505","Tree Swallow",275,42.26359,-81.9459057,2014-10-20,"10:00:00","Incidental",NA,NA,NA,1,0,293
"206719","Tree Swallow",250,42.5829243,-80.3983998,2014-08-03,"07:19:00","Traveling",60,1.5,NA,4,1,215
"207541","Tree Swallow",1000,42.5484184,-80.0483286,2014-08-06,"07:15:00","Traveling",130,5,NA,7,1,218
"207822","Tree Swallow",1000,42.0105298,-82.526722,2014-08-30,"07:10:00","Traveling",63,9.994,NA,1,1,242
"208184","Tree Swallow",800,45.2564986,-75.3310041,2014-08-14,"08:30:00","Traveling",120,2,NA,1,1,226
"208225","Tree Swallow",243,43.6282673,-79.329167,2014-07-24,"08:00:00","Area",60,NA,11.3312,1,1,205
"208464","Tree Swallow",300,44.1799265,-76.6211414,2014-07-26,"08:10:00","Traveling",150,1.8,NA,6,1,207
"208718","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"208870","Tree Swallow",400,42.5829243,-80.3983998,2014-08-03,"06:50:00","Traveling",840,2,NA,8,1,215
"211359","Tree Swallow",400,42.3195895,-82.02075,2015-10-04,"08:47:00","Traveling",30,1.609,NA,2,1,277
"212184","Tree Swallow",8000,44.1760106,-76.3435435,2015-08-25,"19:35:00","Stationary",40,NA,NA,1,1,237
"212957","Tree Swallow",220,42.3071984,-82.0013094,2015-09-19,"08:47:00","Stationary",95,NA,NA,4,1,262
"213897","Tree Swallow",220,42.3071984,-82.0013094,2015-09-19,"08:47:00","Stationary",95,NA,NA,4,1,262
"214777","Tree Swallow",6000,44.1760106,-76.3435435,2015-09-01,"19:20:00","Traveling",45,2,NA,1,1,244
"215141","Tree Swallow",250,44.4180879,-78.2587266,2015-08-25,"08:23:00","Traveling",81,1.5,NA,1,1,237
"215413","Tree Swallow",225,45.21645,-75.1553035,2015-08-30,"09:30:00","Traveling",50,48.28,NA,4,1,242
"218009","Tree Swallow",250,44.4180879,-78.2587266,2015-08-26,"08:33:00","Traveling",63,1.5,NA,1,1,238
"219413","Tree Swallow",250,44.4180879,-78.2587266,2015-08-27,"08:52:00","Traveling",70,1.5,NA,1,1,239
"221872","Tree Swallow",225,45.21645,-75.1553035,2015-08-30,"09:30:00","Traveling",50,48.28,NA,4,1,242
"222729","Tree Swallow",300,44.1395559,-76.7227821,2015-07-29,"09:30:00","Traveling",510,8.047,NA,3,1,210
"225396","Tree Swallow",400,42.034026,-83.040726,2015-10-21,"08:00:00","Stationary",480,NA,NA,5,1,294
"225442","Tree Swallow",225,45.21645,-75.1553035,2015-08-30,"09:30:00","Traveling",50,48.28,NA,4,1,242
"226540","Tree Swallow",220,42.3071984,-82.0013094,2015-09-19,"08:47:00","Stationary",95,NA,NA,4,1,262
"226828","Tree Swallow",450,42.3195895,-82.02075,2015-09-14,"09:45:00","Traveling",54,0.8,NA,1,1,257
"227108","Tree Swallow",300,42.0446398,-82.9401684,2015-09-13,"14:45:00","Traveling",126,0.8,NA,2,1,256
"227392","Tree Swallow",8000,44.1760106,-76.3435435,2015-08-25,"19:35:00","Stationary",40,NA,NA,1,1,237
"227679","Tree Swallow",400,42.3195895,-82.02075,2015-10-04,"08:47:00","Traveling",30,1.609,NA,2,1,277
"228402","Tree Swallow",400,42.3195895,-82.02075,2015-09-19,"10:30:00","Traveling",40,1,NA,4,1,262
"228733","Tree Swallow",300,42.3195895,-82.02075,2015-10-12,"11:45:00","Traveling",150,2,NA,2,1,285
"229082","Tree Swallow",6000,44.1760106,-76.3435435,2015-09-01,"19:20:00","Traveling",45,2,NA,1,1,244
"230257","Tree Swallow",400,42.034026,-83.040726,2015-10-21,"08:00:00","Stationary",480,NA,NA,5,1,294
"232021","Tree Swallow",300,42.9468736,-81.6488457,2015-08-13,"09:00:00","Traveling",165,1.5,NA,1,1,225
"233667","Tree Swallow",250,44.4180879,-78.2587266,2015-08-27,"08:52:00","Traveling",70,1.5,NA,1,1,239
"234384","Tree Swallow",1500,44.1753098,-76.4181519,2015-08-11,"07:30:00","Traveling",80,15,NA,1,1,223
"235591","Tree Swallow",400,42.034026,-83.040726,2015-10-21,"08:00:00","Stationary",480,NA,NA,5,1,294
"237766","Tree Swallow",500,42.3195895,-82.02075,2015-10-10,"12:10:00","Traveling",60,1,NA,2,1,283
"238952","Tree Swallow",250,44.4180879,-78.2587266,2015-08-26,"08:33:00","Traveling",63,1.5,NA,1,1,238
"239722","Tree Swallow",2000,45.2732556,-75.2444172,2015-08-23,"08:30:00","Stationary",120,NA,NA,1,1,235
"245912","Tree Swallow",300,42.0446398,-82.9401684,2015-09-13,"14:45:00","Traveling",126,0.8,NA,2,1,256
"246271","Tree Swallow",225,45.21645,-75.1553035,2015-08-30,"09:30:00","Traveling",50,48.28,NA,4,1,242
"246603","Tree Swallow",350,42.5829243,-80.3983998,2015-08-20,"07:00:00","Stationary",180,NA,NA,1,1,232
"247795","Tree Swallow",320,44.1799265,-76.6211414,2015-07-22,"08:20:00","Traveling",170,3,NA,1,1,203
"249272","Tree Swallow",800,45.2732556,-75.2444172,2015-08-28,"08:30:00","Traveling",135,2,NA,1,1,240
"249288","Tree Swallow",300,44.1395559,-76.7227821,2015-07-29,"09:30:00","Traveling",510,8.047,NA,3,1,210
"250702","Tree Swallow",320,44.1799265,-76.6211414,2015-07-22,"08:20:00","Traveling",170,3,NA,1,1,203
"252389","Tree Swallow",400,42.3195895,-82.02075,2015-09-19,"10:30:00","Traveling",40,1,NA,4,1,262
"252473","Tree Swallow",6000,44.19304,-76.35086,2015-08-15,"19:45:00","Traveling",35,2,NA,1,1,227
"252744","Tree Swallow",1500,44.1753098,-76.4181519,2015-08-11,"07:30:00","Traveling",80,15,NA,1,1,223
"253040","Tree Swallow",400,45.2732556,-75.2444172,2015-07-13,"08:00:00","Traveling",90,11,NA,1,1,194
"253052","Tree Swallow",350,42.3195895,-82.02075,2015-10-07,"11:45:00","Traveling",105,2,NA,2,1,280
"254758","Tree Swallow",450,42.3195895,-82.02075,2015-10-05,"12:45:00","Traveling",138,1,NA,3,1,278
"254975","Tree Swallow",6000,44.19304,-76.35086,2015-08-15,"19:45:00","Traveling",35,2,NA,1,1,227
"256122","Tree Swallow",750,42.3195895,-82.02075,2015-09-11,"16:05:00","Traveling",115,1.5,NA,2,1,254
"257802","Tree Swallow",500,42.3195895,-82.02075,2015-10-10,"12:10:00","Traveling",60,1,NA,2,1,283
"258176","Tree Swallow",400,42.3195895,-82.02075,2015-09-19,"10:30:00","Traveling",40,1,NA,4,1,262
"259752","Tree Swallow",500,42.3195895,-82.02075,2015-09-19,"15:30:00","Traveling",45,2,NA,2,1,262
"261856","Tree Swallow",250,42.2665036,-81.9384214,2015-10-07,"10:00:00","Traveling",50,1,NA,2,1,280
"262327","Tree Swallow",250,44.4180879,-78.2587266,2015-08-25,"08:23:00","Traveling",81,1.5,NA,1,1,237
"262535","Tree Swallow",250,45.3827393,-75.8007031,2015-08-12,"","Historical",180,NA,NA,1,1,224
"262562","Tree Swallow",750,42.3195895,-82.02075,2015-09-11,"16:05:00","Traveling",115,1.5,NA,2,1,254
"263048","Tree Swallow",600,41.9553986,-82.5139999,2015-07-05,"09:50:00","Traveling",160,2,NA,2,1,186
"264042","Tree Swallow",400,42.3195895,-82.02075,2016-10-04,"11:09:00","Traveling",93,2,NA,2,1,278
"266442","Tree Swallow",250,44.1395559,-76.7227821,2016-07-08,"07:00:00","Traveling",480,15,NA,1,1,190
"267779","Tree Swallow",350,44.1395559,-76.7227821,2016-07-08,"13:45:00","Traveling",360,16.093,NA,2,1,190
"268092","Tree Swallow",400,42.146896,-83.10535,2016-09-12,"19:40:00","Traveling",30,0.5,NA,1,1,256
"268712","Tree Swallow",300,42.3195895,-82.02075,2016-10-10,"10:06:00","Traveling",108,1.609,NA,1,1,284
"269130","Tree Swallow",350,44.1395559,-76.7227821,2016-07-08,"13:45:00","Traveling",360,16.093,NA,2,1,190
"270282","Tree Swallow",250,42.3733834,-82.3952293,2016-08-25,"18:45:00","Traveling",65,0.2,NA,1,1,238
"271222","Tree Swallow",275,42.034026,-83.040726,2016-10-04,"08:00:00","Stationary",480,NA,NA,1,1,278
"273182","Tree Swallow",600,45.2732556,-75.2444172,2016-07-29,"09:00:00","Traveling",80,2,NA,1,1,211
"275602","Tree Swallow",250,44.1395559,-76.7227821,2016-07-08,"07:00:00","Traveling",480,15,NA,1,1,190
"276588","Tree Swallow",250,42.3195895,-82.02075,2016-09-07,"10:20:00","Traveling",30,0.6,NA,1,1,251
"277609","Tree Swallow",600,45.2732556,-75.2444172,2016-08-21,"13:18:00","Traveling",74,0.5,NA,3,1,234
"279259","Tree Swallow",340,42.1059145,-83.0875766,2016-10-16,"08:00:00","Stationary",75,NA,NA,2,1,290
"279861","Tree Swallow",700,42.3195895,-82.02075,2016-10-07,"10:20:00","Traveling",55,0.5,NA,1,0,281
"280030","Tree Swallow",500,42.3195895,-82.02075,2016-09-28,"12:10:00","Traveling",55,0.6,NA,1,1,272
"280569","Tree Swallow",800,42.3195895,-82.02075,2016-08-08,"18:25:00","Traveling",63,1,NA,1,1,221
"280718","Tree Swallow",800,42.1093135,-83.060159,2016-10-18,"07:45:00","Incidental",NA,NA,NA,1,0,292
"282499","Tree Swallow",700,42.3195895,-82.02075,2016-10-02,"09:00:00","Traveling",60,0.6,NA,1,1,276
"282789","Tree Swallow",855,42.5829243,-80.3983998,2016-08-15,"18:44:00","Stationary",80,NA,NA,1,1,228
"285119","Tree Swallow",350,42.1059145,-83.0875766,2016-10-17,"07:37:00","Stationary",71,NA,NA,2,1,291
"285583","Tree Swallow",1000,42.3195895,-82.02075,2016-08-05,"17:40:00","Traveling",40,0.5,NA,1,1,218
"287943","Tree Swallow",700,42.3195895,-82.02075,2016-10-01,"12:20:00","Traveling",43,1,NA,1,1,275
"288795","Tree Swallow",275,42.034026,-83.040726,2016-10-04,"08:00:00","Stationary",480,NA,NA,1,1,278
"289700","Tree Swallow",275,42.3733834,-82.3952293,2016-09-06,"17:35:00","Traveling",45,0.25,NA,1,1,250
"290477","Tree Swallow",400,42.3195895,-82.02075,2016-08-13,"12:15:00","Traveling",66,3,NA,1,1,226
"290849","Tree Swallow",250,42.9468736,-81.6488457,2016-10-01,"09:25:00","Traveling",90,1,NA,1,1,275
"292461","Tree Swallow",300,41.9881832,-82.524393,2016-08-08,"06:56:00","Traveling",112,3.074,NA,1,1,221
"294015","Tree Swallow",300,42.9059597,-80.1420665,2016-08-14,"14:55:00","Traveling",10,3,NA,1,1,227
"299162","Tree Swallow",230,42.5829243,-80.3983998,2016-09-03,"07:23:00","Traveling",25,0.08,NA,2,1,247
"300182","Tree Swallow",250,42.8660095,-79.5587504,2016-10-21,"09:15:00","Stationary",180,NA,NA,3,1,295
"307274","Tree Swallow",350,42.3195895,-82.02075,2016-07-31,"10:10:00","Traveling",40,1.609,NA,2,1,213
"307925","Tree Swallow",250,45.2052135,-75.2238701,2016-08-26,"07:50:00","Traveling",160,12,NA,1,1,239
"311748","Tree Swallow",300,42.3195895,-82.02075,2016-07-27,"17:15:00","Traveling",30,1,NA,1,1,209
"312519","Tree Swallow",600,42.1158928,-82.412374,2016-10-13,"","Incidental",NA,NA,NA,NA,0,287
"313690","Tree Swallow",350,42.3195895,-82.02075,2016-07-24,"08:30:00","Traveling",40,2.414,NA,2,1,206
"315373","Tree Swallow",600,45.2732556,-75.2444172,2016-08-21,"13:18:00","Traveling",74,0.5,NA,3,1,234
"316902","Tree Swallow",600,42.3195895,-82.02075,2016-08-06,"17:00:00","Traveling",80,1.5,NA,1,1,219
"316994","Tree Swallow",300,42.3195895,-82.02075,2016-07-17,"18:45:00","Traveling",45,1.5,NA,3,1,199
"317407","Tree Swallow",230,42.5829243,-80.3983998,2016-08-17,"19:44:00","Stationary",16,NA,NA,1,1,230
"319760","Tree Swallow",600,45.2732556,-75.2444172,2016-08-21,"13:18:00","Traveling",74,0.5,NA,3,1,234
"321126","Tree Swallow",1000,42.3195895,-82.02075,2016-08-22,"10:35:00","Traveling",74,1,NA,1,1,235
"321715","Tree Swallow",400,42.1059145,-83.0875766,2016-10-18,"07:51:00","Stationary",60,NA,NA,2,1,292
"324108","Tree Swallow",400,42.3195895,-82.02075,2016-10-01,"13:15:00","Traveling",75,1.5,NA,1,1,275
"325467","Tree Swallow",800,42.3195895,-82.02075,2016-08-24,"14:00:00","Traveling",75,1.2,NA,1,1,237
"328682","Tree Swallow",600,45.2732556,-75.2444172,2017-08-19,"09:45:00","Traveling",45,1,NA,1,1,231
"328997","Tree Swallow",3000,44.141539,-76.7032539,2017-08-16,"19:50:00","Stationary",35,NA,NA,1,1,228
"329189","Tree Swallow",220,45.3664604,-75.8820574,2017-08-07,"08:33:00","Stationary",16,NA,NA,1,1,219
"330519","Tree Swallow",250,42.0446398,-82.9401684,2017-09-02,"14:20:00","Traveling",108,0.4,NA,4,1,245
"330984","Tree Swallow",600,44.193036,-76.3508606,2017-08-23,"18:45:00","Stationary",90,NA,NA,2,1,235
"334012","Tree Swallow",500,42.3195895,-82.02075,2017-07-23,"19:05:00","Traveling",60,3.219,NA,1,1,204
"335949","Tree Swallow",500,42.0105298,-82.526722,2017-08-26,"19:30:00","Traveling",81,2.5,NA,2,1,238
"336629","Tree Swallow",250,42.0446398,-82.9401684,2017-09-02,"14:20:00","Traveling",108,0.4,NA,4,1,245
"336783","Tree Swallow",3000,44.141539,-76.7032539,2017-08-16,"19:50:00","Stationary",35,NA,NA,1,1,228
"337386","Tree Swallow",500,42.0446398,-82.9401684,2017-09-02,"11:00:00","Traveling",130,1,NA,2,1,245
"338171","Tree Swallow",250,45.2382725,-75.1429653,2017-08-13,"10:19:00","Traveling",75,1,NA,2,1,225
"338436","Tree Swallow",500,45.2732556,-75.2444172,2017-09-03,"11:25:00","Traveling",86,1.5,NA,3,1,246
"338497","Tree Swallow",1000,42.3195895,-82.02075,2017-08-13,"18:00:00","Traveling",45,0.5,NA,2,1,225
"338819","Tree Swallow",350,42.034026,-83.040726,2017-10-03,"08:15:00","Stationary",465,NA,NA,1,1,276
"340413","Tree Swallow",3500,45.2732556,-75.2444172,2017-08-29,"09:12:00","Traveling",82,1.5,NA,1,1,241
"341087","Tree Swallow",300,45.2732556,-75.2444172,2017-08-28,"09:00:00","Traveling",45,0.3,NA,1,1,240
"343024","Tree Swallow",250,41.9553986,-82.5139999,2017-07-22,"08:47:00","Traveling",185,6,NA,1,1,203
"344478","Tree Swallow",800,42.3195895,-82.02075,2017-07-25,"16:00:00","Traveling",75,1.5,NA,1,0,206
"346382","Tree Swallow",795,42.034026,-83.040726,2017-10-24,"09:00:00","Stationary",360,NA,NA,1,1,297
"346854","Tree Swallow",350,42.034026,-83.040726,2017-10-03,"08:15:00","Stationary",465,NA,NA,1,1,276
"348182","Tree Swallow",6000,44.193036,-76.3508606,2017-08-17,"19:24:00","Stationary",75,NA,NA,1,1,229
"349794","Tree Swallow",250,42.3195895,-82.02075,2017-08-21,"09:17:00","Traveling",76,1.5,NA,1,1,233
"350440","Tree Swallow",400,45.3711229,-75.7915535,2017-09-04,"11:01:00","Traveling",130,2.5,NA,3,1,247
"350696","Tree Swallow",500,45.2732556,-75.2444172,2017-09-03,"11:25:00","Traveling",86,1.5,NA,3,1,246
"352308","Tree Swallow",500,42.3195895,-82.02075,2017-08-27,"09:00:00","Traveling",45,0.805,NA,1,0,239
"352992","Tree Swallow",400,42.3195895,-82.02075,2017-08-17,"19:20:00","Traveling",60,3.219,NA,1,1,229
"354243","Tree Swallow",250,42.0446398,-82.9401684,2017-09-02,"15:20:00","Traveling",25,0.4,NA,4,1,245
"354587","Tree Swallow",275,42.885524,-80.1569366,2017-08-05,"11:10:00","Traveling",125,0.8,NA,2,1,217
"355098","Tree Swallow",400,42.034026,-83.040726,2017-10-04,"08:00:00","Stationary",480,NA,NA,1,1,277
"355706","Tree Swallow",500,45.2732556,-75.2444172,2017-09-03,"11:25:00","Traveling",86,1.5,NA,3,1,246
"355848","Tree Swallow",900,42.3195895,-82.02075,2017-08-05,"17:45:00","Traveling",135,1.5,NA,1,1,217
"355858","Tree Swallow",1200,42.1686111,-82.8416667,2017-10-12,"08:40:00","Traveling",40,0.805,NA,2,1,285
